,Date,Open,High,Low,Close,Adj Close,Volume
365,2023-02-28,0.967048,1.109688,0.967048,1.085782,1.085782,99588368.0
364,2023-02-27,0.982196,0.989995,0.939607,0.967184,0.967184,30090884.0
363,2023-02-26,0.960993,0.990756,0.946866,0.982406,0.982406,20991698.0
362,2023-02-25,0.971254,0.97625,0.918663,0.960916,0.960916,32098923.0
361,2023-02-24,1.047144,1.055061,0.936854,0.970968,0.970968,50732722.0
360,2023-02-23,1.018582,1.082363,1.007729,1.047471,1.047471,54009167.0
359,2023-02-22,1.020627,1.046759,0.931192,1.018552,1.018552,48870623.0
358,2023-02-21,1.043172,1.056922,0.959188,1.020699,1.020699,49639683.0
357,2023-02-20,1.01523,1.085473,0.997786,1.042947,1.042947,53241463.0
356,2023-02-19,1.053083,1.099996,1.013935,1.014541,1.014541,56519011.0
355,2023-02-18,1.094546,1.132468,1.048235,1.053177,1.053177,57616104.0
354,2023-02-17,1.091852,1.157927,1.064574,1.09469,1.09469,73922376.0
353,2023-02-16,1.240421,1.264778,1.090383,1.091378,1.091378,97072125.0
352,2023-02-15,1.134955,1.269406,1.08568,1.239491,1.239491,125404489.0
351,2023-02-14,0.969149,1.169615,0.935587,1.134762,1.134762,93919404.0
350,2023-02-13,1.028157,1.03509,0.930017,0.969566,0.969566,58390843.0
349,2023-02-12,1.078597,1.123611,1.009512,1.027972,1.027972,69891645.0
348,2023-02-11,0.960212,1.109545,0.924052,1.078271,1.078271,102971582.0
347,2023-02-10,0.88214,1.052609,0.870428,0.960158,0.960158,122883204.0
346,2023-02-09,1.013691,1.106436,0.849232,0.881947,0.881947,103563873.0
345,2023-02-08,1.052366,1.191043,0.991016,1.013592,1.013592,101486627.0
344,2023-02-07,0.876867,1.065019,0.875178,1.053379,1.053379,72937186.0
343,2023-02-06,0.893149,0.924499,0.860956,0.87729,0.87729,44608626.0
342,2023-02-05,0.911206,0.930787,0.85249,0.893091,0.893091,44235237.0
341,2023-02-04,0.958678,0.976034,0.908074,0.911099,0.911099,37086761.0
340,2023-02-03,0.865414,1.007787,0.845948,0.958678,0.958678,101308611.0
339,2023-02-02,0.807446,0.89433,0.800473,0.866515,0.866515,60590297.0
338,2023-02-01,0.750455,0.819562,0.69364,0.807605,0.807605,65945671.0
337,2023-01-31,0.648064,0.750705,0.641622,0.750705,0.750705,46658535.0
336,2023-01-30,0.674845,0.720674,0.635385,0.648023,0.648023,45231980.0
335,2023-01-29,0.657821,0.679636,0.646948,0.674961,0.674961,21580858.0
334,2023-01-28,0.677168,0.696242,0.648113,0.657737,0.657737,22423396.0
333,2023-01-27,0.679061,0.686229,0.651748,0.67707,0.67707,22730857.0
332,2023-01-26,0.714377,0.73162,0.666187,0.679053,0.679053,28060316.0
331,2023-01-25,0.644834,0.72788,0.634986,0.714668,0.714668,40052741.0
330,2023-01-24,0.713908,0.720183,0.643413,0.644809,0.644809,19356839.0
329,2023-01-23,0.667,0.725427,0.667,0.713991,0.713991,31321346.0
328,2023-01-22,0.628263,0.707808,0.621055,0.667028,0.667028,26656402.0
327,2023-01-21,0.638382,0.668721,0.628133,0.628353,0.628353,17881140.0
326,2023-01-20,0.586051,0.645232,0.571153,0.63823,0.63823,15599562.0
325,2023-01-19,0.578099,0.591036,0.559698,0.586055,0.586055,12540462.0
324,2023-01-18,0.618983,0.627299,0.562458,0.578118,0.578118,19726091.0
323,2023-01-17,0.58992,0.644444,0.577841,0.618976,0.618976,32101167.0
322,2023-01-16,0.589411,0.598639,0.559963,0.589799,0.589799,19003404.0
321,2023-01-15,0.561273,0.592131,0.539903,0.589358,0.589358,23474649.0
320,2023-01-14,0.541778,0.590818,0.53446,0.561151,0.561151,32645905.0
319,2023-01-13,0.537758,0.546378,0.518672,0.541834,0.541834,23147787.0
318,2023-01-12,0.504255,0.547997,0.489848,0.537773,0.537773,31679733.0
317,2023-01-11,0.494823,0.495787,0.471186,0.489846,0.489846,25056874.0
316,2023-01-10,0.477643,0.510109,0.467184,0.494827,0.494827,20878332.0
315,2023-01-09,0.449139,0.502013,0.448509,0.477526,0.477526,19219829.0
314,2023-01-08,0.420525,0.449181,0.414424,0.44913,0.44913,8423993.0
313,2023-01-07,0.42224,0.426196,0.41872,0.420548,0.420548,6818019.0
312,2023-01-06,0.408653,0.422245,0.401026,0.422245,0.422245,6767041.0
311,2023-01-05,0.412424,0.420348,0.407254,0.408624,0.408624,5923945.0
310,2023-01-04,0.394344,0.418757,0.394149,0.412436,0.412436,7463239.0
309,2023-01-03,0.398989,0.401792,0.389603,0.394353,0.394353,6590828.0
308,2023-01-02,0.385531,0.406682,0.379707,0.398924,0.398924,7471606.0
307,2023-01-01,0.383473,0.386364,0.37958,0.385509,0.385509,4338755.0
306,2022-12-31,0.381926,0.401535,0.377824,0.383502,0.383502,8386976.0
305,2022-12-30,0.390292,0.390871,0.378035,0.381899,0.381899,5115098.0
304,2022-12-29,0.391279,0.395801,0.38274,0.390332,0.390332,5556172.0
303,2022-12-28,0.41344,0.414219,0.389106,0.391255,0.391255,5154281.0
302,2022-12-27,0.426311,0.428226,0.408783,0.413409,0.413409,4716331.0
301,2022-12-26,0.424425,0.430101,0.420332,0.426353,0.426353,7911434.0
300,2022-12-25,0.427252,0.428272,0.417834,0.424477,0.424477,3810753.0
299,2022-12-24,0.430557,0.433555,0.425053,0.427246,0.427246,3940874.0
298,2022-12-23,0.437723,0.443345,0.43019,0.430518,0.430518,5200043.0
297,2022-12-22,0.442868,0.444655,0.425709,0.437731,0.437731,6497827.0
296,2022-12-21,0.457979,0.462693,0.442333,0.442843,0.442843,7337585.0
295,2022-12-20,0.430391,0.470445,0.422679,0.45792,0.45792,15339300.0
294,2022-12-19,0.420408,0.447364,0.41047,0.430219,0.430219,13289661.0
293,2022-12-18,0.422152,0.424089,0.41495,0.420412,0.420412,3383605.0
292,2022-12-17,0.412307,0.423587,0.39541,0.422156,0.422156,6592894.0
291,2022-12-16,0.456893,0.470322,0.408182,0.412347,0.412347,10199039.0
290,2022-12-15,0.452279,0.474386,0.447179,0.456875,0.456875,12916292.0
289,2022-12-14,0.441181,0.456395,0.440889,0.452246,0.452246,7105387.0
288,2022-12-13,0.425321,0.441181,0.409273,0.441181,0.441181,8963148.0
287,2022-12-12,0.430825,0.430825,0.416718,0.425294,0.425294,6204306.0
286,2022-12-11,0.439056,0.446545,0.430639,0.43089,0.43089,6202223.0
285,2022-12-10,0.437452,0.443895,0.437452,0.439062,0.439062,4856620.0
284,2022-12-09,0.445962,0.446299,0.435012,0.437439,0.437439,9387765.0
283,2022-12-08,0.441318,0.450001,0.434051,0.445908,0.445908,11411958.0
282,2022-12-07,0.48456,0.48897,0.440016,0.441341,0.441341,11385259.0
281,2022-12-06,0.485567,0.493335,0.475238,0.484555,0.484555,8755297.0
280,2022-12-05,0.5042,0.515119,0.480363,0.485643,0.485643,16647491.0
279,2022-12-04,0.474536,0.510269,0.473028,0.504295,0.504295,14126217.0
278,2022-12-03,0.483573,0.483573,0.470686,0.474524,0.474524,5537096.0
277,2022-12-02,0.470905,0.483838,0.46446,0.483586,0.483586,9737049.0
276,2022-12-01,0.470625,0.478369,0.465873,0.470838,0.470838,9588170.0
275,2022-11-30,0.439229,0.476421,0.439229,0.47053,0.47053,13698679.0
274,2022-11-29,0.420563,0.448324,0.416203,0.439227,0.439227,7673755.0
273,2022-11-28,0.441802,0.448195,0.408203,0.420611,0.420611,8283501.0
272,2022-11-27,0.426544,0.453481,0.426544,0.441662,0.441662,6585862.0
271,2022-11-26,0.419918,0.446648,0.419878,0.426482,0.426482,8891726.0
270,2022-11-25,0.432634,0.435265,0.411163,0.419954,0.419954,9481985.0
269,2022-11-24,0.451927,0.456342,0.429764,0.432384,0.432384,9126491.0
268,2022-11-23,0.429399,0.452637,0.427112,0.452008,0.452008,12724377.0
267,2022-11-22,0.413805,0.436508,0.389538,0.429372,0.429372,12432294.0
266,2022-11-21,0.393676,0.455203,0.378066,0.413841,0.413841,20056720.0
265,2022-11-20,0.421822,0.425112,0.392074,0.393735,0.393735,8597088.0
264,2022-11-19,0.405509,0.429907,0.399867,0.421796,0.421796,8087822.0
263,2022-11-18,0.403988,0.41646,0.401069,0.405526,0.405526,7081854.0
262,2022-11-17,0.410198,0.414542,0.401941,0.40395,0.40395,7118948.0
261,2022-11-16,0.424602,0.431397,0.400956,0.410103,0.410103,7473211.0
260,2022-11-15,0.428008,0.438701,0.419008,0.424622,0.424622,10315134.0
259,2022-11-14,0.416375,0.436356,0.391917,0.42807,0.42807,15207963.0
258,2022-11-13,0.40922,0.424595,0.397476,0.415901,0.415901,12569502.0
257,2022-11-12,0.443572,0.445196,0.395956,0.409192,0.409192,15377728.0
256,2022-11-11,0.49609,0.49787,0.43264,0.443349,0.443349,23736945.0
255,2022-11-10,0.403995,0.510523,0.398858,0.49634,0.49634,43280823.0
254,2022-11-09,0.519342,0.527292,0.396569,0.404029,0.404029,32259093.0
253,2022-11-08,0.587221,0.616846,0.463512,0.519292,0.519292,58528061.0
252,2022-11-07,0.600136,0.611899,0.574346,0.587662,0.587662,32294471.0
251,2022-11-06,0.661677,0.670674,0.598975,0.600092,0.600092,38536759.0
250,2022-11-05,0.664652,0.722757,0.654156,0.661953,0.661953,57846489.0
249,2022-11-04,0.591439,0.699703,0.585234,0.664683,0.664683,60526413.0
248,2022-11-03,0.575177,0.629685,0.57432,0.591641,0.591641,32666456.0
247,2022-11-02,0.585899,0.600606,0.56406,0.575138,0.575138,19502325.0
246,2022-11-01,0.596005,0.603268,0.579242,0.586044,0.586044,20188410.0
245,2022-10-31,0.612907,0.619473,0.572701,0.596143,0.596143,25124677.0
244,2022-10-30,0.627368,0.655477,0.603882,0.613058,0.613058,28399684.0
243,2022-10-29,0.646067,0.674839,0.620466,0.627378,0.627378,34089744.0
242,2022-10-28,0.593029,0.652964,0.571509,0.646302,0.646302,39196597.0
241,2022-10-27,0.564656,0.632182,0.564119,0.593179,0.593179,38339592.0
240,2022-10-26,0.564183,0.581254,0.560543,0.564695,0.564695,16743268.0
239,2022-10-25,0.539071,0.577104,0.530699,0.564346,0.564346,21434173.0
238,2022-10-24,0.565465,0.572864,0.538446,0.539206,0.539206,13448504.0
237,2022-10-23,0.550221,0.566691,0.537163,0.565542,0.565542,13622232.0
236,2022-10-22,0.559368,0.561476,0.544924,0.550139,0.550139,9492270.0
235,2022-10-21,0.56881,0.56881,0.531756,0.559335,0.559335,16499173.0
234,2022-10-20,0.577023,0.596761,0.566271,0.568907,0.568907,13974741.0
233,2022-10-19,0.616608,0.618387,0.575453,0.577043,0.577043,13223205.0
232,2022-10-18,0.646138,0.650704,0.607447,0.616594,0.616594,16853363.0
231,2022-10-17,0.632144,0.650569,0.625574,0.646013,0.646013,12266410.0
230,2022-10-16,0.614569,0.642262,0.614569,0.631962,0.631962,11674043.0
229,2022-10-15,0.629665,0.634835,0.612459,0.614569,0.614569,9942005.0
228,2022-10-14,0.650772,0.676848,0.624223,0.629608,0.629608,15532209.0
